granule_id,mgrs_tile,date,source_granule_id,cloud_cover,spatial_cover,LaSRC_version,mean_view_zenith_angle,mean_view_azimuth_angle,mean_sun_zenith_angle,mean_sun_azimuth_angle,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2021169T165828.v2.0,15TVL,2021-06-18,LC08_L1TP_027028_20210618_20210628_02_T1,0,100,LaSRCv3.0.5,3.24939455,139.4899314,27.07739361,138.3882979,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2021224T170456.v2.0,15TVL,2021-08-12,LC08_L1TP_028028_20210812_20210819_02_T1,0,57,LaSRCv3.0.5,5.64989638,281.4936482,34.69592491,146.6801142,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2021249T165852.v2.0,15TVL,2021-09-06,LC08_L1TP_027028_20210906_20210915_02_T1,0,100,LaSRCv3.0.5,3.307879,137.3329148,42.48709954,152.3615046,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2021329T165858.v2.0,15TVL,2021-11-25,LC08_L1TP_027028_20211125_20211125_02_RT,2,100,LaSRCv3.0.5,3.27897589,138.3526442,67.92739511,164.3028735,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2022019T170500.v2.0,15TVL,2022-01-19,LC08_L1TP_028028_20220119_20220119_02_RT,0,53,LaSRCv3.0.5,5.67804195,281.4742483,68.37104889,159.5020742,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2022099T170436.v2.0,15TVL,2022-04-09,LC08_L1TP_028028_20220409_20220409_02_RT,0,51,LaSRCv3.0.5,5.89318059,281.5863774,40.95230222,151.950895,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2022244T165851.v2.0,15TVL,2022-09-01,LC09_L1TP_027028_20220901_20220901_02_T1,0,100,LaSRCv3.0.5,3.28413902,139.4341014,40.81742168,150.7597286,,,,,,,,,,,,,,,
HLS.L30.T15TVL.2022284T165908.v2.0,15TVL,2022-10-11,LC08_L1TP_027028_20221011_20221011_02_RT,1,100,LaSRCv3.0.5,3,138,55,161,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2021076T172546.v2.0,15VUE,2021-03-17,LC08_L1TP_032019_20210317_20210328_02_T1,0,100,LaSRCv3.0.5,2.8659001,156.0567791,60.54244105,161.5119387,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2021140T172535.v2.0,15VUE,2021-05-20,LC08_L1TP_032019_20210520_20210528_02_T1,5,100,LaSRCv3.0.5,2.88490316,155.0881832,39.19119316,160.2216636,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2021236T172607.v2.0,15VUE,2021-08-24,LC08_L1TP_032019_20210824_20210901_02_T1,1,100,LaSRCv3.0.5,2.92533761,153.1599807,48.54230575,160.9207532,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2021243T173220.v2.0,15VUE,2021-08-31,LC08_L1TP_033019_20210831_20210909_02_T1,1,77,LaSRCv3.0.5,4.77419996,281.624851,50.72180232,163.8285894,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2021275T173229.v2.0,15VUE,2021-10-02,LC08_L1TP_033019_20211002_20211013_02_T1,9,77,LaSRCv3.0.5,4.83498,282.0490827,62.51590404,168.9566185,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022063T172557.v2.0,15VUE,2022-03-04,LC08_L1TP_032019_20220304_20220305_02_RT,0,100,LaSRCv3.0.5,2.81507302,158.5043902,65.79796856,161.5960418,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022086T173153.v2.0,15VUE,2022-03-27,LC08_L1TP_033019_20220327_20220327_02_RT,0,75,LaSRCv3.0.5,4.88577213,282.8904362,56.45756452,163.1404457,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022095T172542.v2.0,15VUE,2022-04-05,LC08_L1TP_032019_20220405_20220406_02_RT,6,100,LaSRCv3.0.5,2.78247969,160.517276,53.09877176,161.6764645,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022110T173153.v2.0,15VUE,2022-04-20,LC09_L1TP_033019_20220420_20220420_02_T1,10,74,LaSRCv3.0.5,4.90114422,284.0110858,47.42037288,163.4003905,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022111T172545.v2.0,15VUE,2022-04-21,LC08_L1TP_032019_20220421_20220421_02_RT,0,100,LaSRCv3.0.5,2.8622749,156.2472511,47.24773277,161.685789,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022223T172627.v2.0,15VUE,2022-08-11,LC08_L1TP_032019_20220811_20220811_02_RT,2,100,LaSRCv3.0.5,2.85632439,156.5384938,44.46726755,158.9538201,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022231T172609.v2.0,15VUE,2022-08-19,LC09_L1TP_032019_20220819_20220819_02_T1,6,100,LaSRCv3.0.5,2.87671599,156.9061447,46.86850249,160.0619817,,,,,,,,,,,,,,,
HLS.L30.T15VUE.2022271T172635.v2.0,15VUE,2022-09-28,LC08_L1TP_032019_20220928_20220928_02_RT,2,100,LaSRCv3.0.5,2.84292559,157.266249,61.02267774,166.9331597,,,,,,,,,,,,,,,
HLS.L30.T17QRD.2022002T153908.v2.0,17QRD,2022-01-02,LC09_L1TP_013045_20220102_20220123_02_T1,1,52,LaSRCv3.0.5,5.82913774,280.42142,49.92519249,150.6265354,,,,,,,,,,,,,,,
HLS.L30.T17QRD.2022027T153257.v2.0,17QRD,2022-01-27,LC09_L1TP_012045_20220127_20220127_02_T1,6,76,LaSRCv3.0.5,4.74349769,104.5750012,47.73420754,143.8811247,,,,,,,,,,,,,,,
HLS.L30.T17RML.2021028T155557.v2.0,17RML,2021-01-28,LC08_L1TP_016041_20210128_20210305_02_T1,0,100,LaSRCv3.0.5,2.64568997,200.2366739,51.92274177,148.3724198,,,,,,,,,,,,,,,
HLS.L30.T17RML.2022343T155615.v2.0,17RML,2022-12-09,LC09_L1TP_016041_20221209_20221209_02_T1,0,100,LaSRCv3.0.5,2.66512477,204.1486343,54.13041966,156.5438471,,,,,,,,,,,,,,,
HLS.L30.T17SNC.2021291T155914.v2.0,17SNC,2021-10-18,LC08_L1TP_017033_20211018_20211026_02_T1,0,100,LaSRCv3.0.5,2.87239738,154.5857258,50.6929634,158.4212132,,,,,,,,,,,,,,,
HLS.L30.T17SNC.2022118T155833.v2.0,17SNC,2022-04-28,LC08_L1TP_017033_20220428_20220428_02_RT,6,100,LaSRCv3.0.5,2.92107174,152.1973827,29.89195296,138.16625,,,,,,,,,,,,,,,
HLS.L30.T17SPV.2021348T155346.v2.0,17SPV,2021-12-14,LC08_L1TP_016035_20211214_20211214_02_RT,0,100,LaSRCv3.0.5,2.63967783,200.4124611,61.71572878,159.594364,,,,,,,,,,,,,,,
HLS.L30.T17SPV.2022023T155341.v2.0,17SPV,2022-01-23,LC09_L1TP_016035_20220123_20220124_02_T1,7,99,LaSRCv3.0.5,2.64094862,202.926969,59.42698541,153.7553442,,,,,,,,,,,,,,,
HLS.L30.T17SPV.2022063T155326.v2.0,17SPV,2022-03-04,LC08_L1TP_016035_20220304_20220305_02_RT,0,100,LaSRCv3.0.5,2.66343904,202.6339782,47.5196059,147.0260638,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2021003T144031.v2.0,18HYF,2021-01-03,LC08_L1TP_001084_20210103_20210308_02_T1,4,75,LaSRCv3.0.5,4.91642371,283.3665042,31.60252999,75.03378798,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2021348T143425.v2.0,18HYF,2021-12-14,LC08_L1TP_233084_20211214_20211214_02_RT,1,76,LaSRCv3.0.5,4.76070398,101.8319195,30.38014243,74.57829291,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022023T143420.v2.0,18HYF,2022-01-23,LC09_L1TP_233084_20220123_20220123_02_T1,0,76,LaSRCv3.0.5,4.782364,100.8645039,35.84653822,72.63122145,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022063T143405.v2.0,18HYF,2022-03-04,LC08_L1TP_233084_20220304_20220304_02_RT,2,75,LaSRCv3.0.5,4.76857205,101.926856,44.44148735,57.27790252,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022103T143356.v2.0,18HYF,2022-04-13,LC09_L1TP_233084_20220413_20220413_02_T1,0,76,LaSRCv3.0.5,4.79699437,100.9000884,54.9484247,41.85874418,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022118T144000.v2.0,18HYF,2022-04-28,LC08_L1TP_001084_20220428_20220428_02_RT,0,73,LaSRCv3.0.5,5.02436072,283.5853122,58.23809036,36.73318346,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022303T143443.v2.0,18HYF,2022-10-30,LC08_L1TP_233084_20221030_20221030_02_RT,1,78,LaSRCv3.0.5,4.66551934,101.5116533,34.09207859,57.6591122,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022318T144043.v2.0,18HYF,2022-11-14,LC09_L1TP_001084_20221114_20221114_02_T1,8,73,LaSRCv3.0.5,4.99570647,284.2714805,30.35537199,62.58253775,,,,,,,,,,,,,,,
HLS.L30.T18HYF.2022358T144038.v2.0,18HYF,2022-12-24,LC08_L1TP_001084_20221224_20221224_02_RT,2,76,LaSRCv3.0.5,4.91294826,283.2852735,30.24076496,74.89666781,,,,,,,,,,,,,,,
HLS.L30.T18LZJ.2022204T144658.v2.0,18LZJ,2022-07-23,LC09_L1TP_003070_20220723_20220723_02_T1,4,59,LaSRCv3.0.5,5.50465689,101.4838451,46.60375339,42.2746791,,,,,,,,,,,,,,,
HLS.L30.T18LZJ.2022244T144733.v2.0,18LZJ,2022-09-01,LC08_L1TP_003070_20220901_20220901_02_RT,8,58,LaSRCv3.0.5,5,102,37,54,,,,,,,,,,,,,,,
HLS.L30.T18UYC.2021085T154216.v2.0,18UYC,2021-03-26,LC08_L1TP_015023_20210326_20210402_02_T1,10,86,LaSRCv3.0.5,4.31625415,272.4219233,51.40488265,157.8572174,,,,,,,,,,,,,,,
HLS.L30.T18UYC.2022120T154214.v2.0,18UYC,2022-04-30,LC08_L1TP_015023_20220430_20220430_02_RT,0,87,LaSRCv3.0.5,4.25356009,270.4333738,38.83669049,156.4032857,,,,,,,,,,,,,,,
HLS.L30.T18UYC.2022345T153708.v2.0,18UYC,2022-12-11,LC09_L1TP_014024_20221211_20221211_02_T1,0,86,LaSRCv3.0.5,4.12968836,114.0191142,75.9986746,165.5218889,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2021087T141607.v2.0,19HFT,2021-03-28,LC08_L1TP_230086_20210328_20210402_02_T1,0,100,LaSRCv3.0.5,3.2514083,233.6664938,52.36530548,45.38391129,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2021327T141640.v2.0,19HFT,2021-11-23,LC08_L1TP_230086_20211123_20211123_02_RT,0,100,LaSRCv3.0.5,3.31298675,235.9037662,31.19849193,63.33582631,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2022082T141618.v2.0,19HFT,2022-03-23,LC09_L1TP_230086_20220323_20220406_02_T1,1,100,LaSRCv3.0.5,3.27529163,237.1074751,50.86610244,47.23686478,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2022242T141634.v2.0,19HFT,2022-08-30,LC09_L1TP_230086_20220830_20220831_02_T1,4,100,LaSRCv3.0.5,3.43092629,242.8927225,56.4932385,40.42744572,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2022282T141653.v2.0,19HFT,2022-10-09,LC08_L1TP_230086_20221009_20221009_02_RT,1,100,LaSRCv3.0.5,3.36413681,237.7141802,41.8290054,47.68826759,,,,,,,,,,,,,,,
HLS.L30.T19HFT.2022362T141644.v2.0,19HFT,2022-12-28,LC08_L1TP_230086_20221228_20221228_02_RT,1,100,LaSRCv3.0.5,3.31814626,236.0345765,32.16195818,71.6588041,,,,,,,,,,,,,,,
HLS.L30.T19JCJ.2022158T143747.v2.0,19JCJ,2022-06-07,LC09_L1TP_001079_20220607_20220607_02_T1,1,89,LaSRCv3.0.5,4.23975418,272.5565788,59.23403153,33.28023043,,,,,,,,,,,,,,,
HLS.L30.T19JCJ.2022318T143843.v2.0,19JCJ,2022-11-14,LC09_L1TP_001079_20221114_20221114_02_T1,6,89,LaSRCv3.0.5,4.23308105,272.2895869,26.61993316,73.44485635,,,,,,,,,,,,,,,
HLS.L30.T19KGQ.2021365T142459.v2.0,19KGQ,2021-12-31,LC09_L1TP_232076_20211231_20220122_02_T1,5,100,LaSRCv3.0.5,2.60017995,197.8172493,28.50990192,96.14949956,,,,,,,,,,,,,,,
HLS.L30.T19KGQ.2022200T142458.v2.0,19KGQ,2022-07-19,LC08_L1TP_232076_20220719_20220719_02_RT,10,100,LaSRCv3.0.5,2.61167934,197.2335059,53.73697058,37.73742529,,,,,,,,,,,,,,,
HLS.L30.T19MCR.2021232T145011.v2.0,19MCR,2021-08-20,LC08_L1TP_004062_20210820_20210827_02_T1,7,100,LaSRCv3.0.5,3.00632648,143.9929228,32.70735907,59.65194353,,,,,,,,,,,,,,,
HLS.L30.T19NEF.2022027T144745.v2.0,19NEF,2022-01-27,LC08_L1TP_004056_20220127_20220127_02_RT,1,98,LaSRCv3.0.5,3.64902459,120.6281787,37.38454461,129.3054221,,,,,,,,,,,,,,,
HLS.L30.T19TCM.2021032T152539.v2.0,19TCM,2021-02-01,LC08_L1TP_012027_20210201_20210302_02_T1,6,51,LaSRCv3.0.5,5.81637223,106.5482779,66.49121494,156.502474,,,,,,,,,,,,,,,
HLS.L30.T19TCM.2021247T153156.v2.0,19TCM,2021-09-04,LC08_L1TP_013027_20210904_20210910_02_T1,0,100,LaSRCv3.0.5,3.04656845,226.5167432,42.29480701,153.5741023,,,,,,,,,,,,,,,
HLS.L30.T19TCM.2022122T153130.v2.0,19TCM,2022-05-02,LC08_L1TP_013027_20220502_20220502_02_RT,1,100,LaSRCv3.0.5,3.07656789,227.6966555,34.10557321,149.4728972,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2021009T140259.v2.0,20HMH,2021-01-09,LC08_L1TP_228083_20210109_20210307_02_T1,0,100,LaSRCv3.0.5,3.14082857,136.2599248,32.51909957,77.58947215,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2021089T140233.v2.0,20HMH,2021-03-30,LC08_L1TP_228083_20210330_20210409_02_T1,0,100,LaSRCv3.0.5,3.15198056,135.8027488,49.59344103,46.91955903,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022004T140302.v2.0,20HMH,2022-01-04,LC09_L1TP_228083_20220104_20220122_02_T1,5,100,LaSRCv3.0.5,3.09630429,139.8954306,31.72737085,78.20468712,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022044T140251.v2.0,20HMH,2022-02-13,LC08_L1TP_228083_20220213_20220213_02_RT,0,100,LaSRCv3.0.5,3.13769567,136.3754149,38.82093752,66.68258366,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022124T140236.v2.0,20HMH,2022-05-04,LC08_L1TP_228083_20220504_20220504_02_RT,3,100,LaSRCv3.0.5,2.98396055,142.6976637,58.54866877,36.62375315,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022164T140222.v2.0,20HMH,2022-06-13,LC09_L1TP_228083_20220613_20220613_02_T1,6,100,LaSRCv3.0.5,3.01321125,143.358634,65.15169718,33.33904532,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022284T140317.v2.0,20HMH,2022-10-11,LC08_L1TP_228083_20221011_20221011_02_RT,9,100,LaSRCv3.0.5,3.09454264,138.1211542,38.04769198,51.9543894,,,,,,,,,,,,,,,
HLS.L30.T20HMH.2022364T140311.v2.0,20HMH,2022-12-30,LC08_L1TP_228083_20221230_20221230_02_RT,0,100,LaSRCv3.0.5,3,138,31,78,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2021066T135607.v2.0,20HQK,2021-03-07,LC08_L1TP_227082_20210307_20210317_02_T1,1,68,LaSRCv3.0.5,5.23324501,283.3661444,41.83258812,57.02042442,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2021091T134947.v2.0,20HQK,2021-04-01,LC08_L1TP_226082_20210401_20210409_02_T1,1,77,LaSRCv3.0.5,4.69930395,101.435795,48.8123254,47.17127351,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2021146T135553.v2.0,20HQK,2021-05-26,LC08_L1TP_227082_20210526_20210529_02_T1,3,62,LaSRCv3.0.5,5.4772732,283.1800941,60.90522886,33.10659876,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2021171T134952.v2.0,20HQK,2021-06-20,LC08_L1TP_226082_20210620_20210629_02_T1,8,81,LaSRCv3.0.5,4.52991457,101.3447608,63.9342789,33.90468145,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022006T135016.v2.0,20HQK,2022-01-06,LC09_L1TP_226082_20220106_20220122_02_T1,0,78,LaSRCv3.0.5,4.68396928,100.5479295,31.60298608,80.79431511,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022021T135622.v2.0,20HQK,2022-01-21,LC08_L1TP_227082_20220121_20220121_02_RT,0,67,LaSRCv3.0.5,5.26701764,283.3645116,32.92548795,76.62033695,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022046T135005.v2.0,20HQK,2022-02-15,LC08_L1TP_226082_20220215_20220215_02_RT,0,77,LaSRCv3.0.5,4.6882217,101.4427939,38.43839037,67.78545185,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022061T135612.v2.0,20HQK,2022-03-02,LC09_L1TP_227082_20220302_20220302_02_T1,1,68,LaSRCv3.0.5,5.20659866,283.9830024,40.62742112,59.52333751,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022086T134957.v2.0,20HQK,2022-03-27,LC09_L1TP_226082_20220327_20220327_02_T1,1,77,LaSRCv3.0.5,4.72152152,100.5703436,47.45727253,49.2676263,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022181T135626.v2.0,20HQK,2022-06-30,LC08_L1TP_227082_20220630_20220630_02_RT,2,63,LaSRCv3.0.5,5.45744094,283.1980167,63.27567395,33.39505291,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022246T135014.v2.0,20HQK,2022-09-03,LC09_L1TP_226082_20220903_20220903_02_T1,1,80,LaSRCv3.0.5,4.61012728,100.6103729,50.19690778,43.80164795,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022301T135638.v2.0,20HQK,2022-10-28,LC09_L1TP_227082_20221028_20221028_02_T1,0,65,LaSRCv3.0.5,5.37521933,283.7877159,31.27319387,59.23524868,,,,,,,,,,,,,,,
HLS.L30.T20HQK.2022341T135644.v2.0,20HQK,2022-12-07,LC08_L1TP_227082_20221207_20221207_02_RT,0,64,LaSRCv3.0.5,5,283,27,77,,,,,,,,,,,,,,,
HLS.L30.T20JNS.2021304T140659.v2.0,20JNS,2021-10-31,LC08_L1TP_229077_20211031_20211031_02_RT,0,100,LaSRCv3.0.5,3,212,27,70,,,,,,,,,,,,,,,
HLS.L30.T20JNS.2022139T140604.v2.0,20JNS,2022-05-19,LC09_L1TP_229077_20220519_20220519_02_T1,0,100,LaSRCv3.0.5,2.74334854,211.3682793,54.14517787,35.43646293,,,,,,,,,,,,,,,
HLS.L30.T20JNS.2022259T140711.v2.0,20JNS,2022-09-16,LC08_L1TP_229077_20220916_20220916_02_RT,0,100,LaSRCv3.0.5,2.85692909,215.6837042,40.05026834,49.39609968,,,,,,,,,,,,,,,
HLS.L30.T20JNS.2022299T140700.v2.0,20JNS,2022-10-26,LC09_L1TP_229077_20221026_20221026_02_T1,3,100,LaSRCv3.0.5,2.79133078,214.3330012,28.31857482,67.14186065,,,,,,,,,,,,,,,
HLS.L30.T20JNS.2022339T140707.v2.0,20JNS,2022-12-05,LC08_L1TP_229077_20221205_20221206_02_RT,0,100,LaSRCv3.0.5,2.8024468,212.6527707,25.95213456,88.50031558,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2021068T134520.v2.0,21HTU,2021-03-09,LC08_L1TP_225086_20210309_20210317_02_T1,0,100,LaSRCv3.0.5,2.77621654,153.1949769,46.76565476,53.64622745,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2021148T134508.v2.0,21HTU,2021-05-28,LC08_L1TP_225086_20210528_20210607_02_T1,0,100,LaSRCv3.0.5,2.63485399,163.0295585,66.64453415,33.29650558,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2022103T134515.v2.0,21HTU,2022-04-13,LC08_L1TP_225086_20220413_20220413_02_RT,0,100,LaSRCv3.0.5,2.64115632,162.4146326,56.26219444,41.04569413,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2022183T134540.v2.0,21HTU,2022-07-02,LC08_L1TP_225086_20220702_20220702_02_RT,2,100,LaSRCv3.0.5,2.65005881,161.6562454,68.61590465,33.92867939,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2022223T134536.v2.0,21HTU,2022-08-11,LC09_L1TP_225086_20220811_20220811_02_T1,7,100,LaSRCv3.0.5,2.64045115,165.3128594,61.94009837,38.48013587,,,,,,,,,,,,,,,
HLS.L30.T21HTU.2022343T134558.v2.0,21HTU,2022-12-09,LC08_L1TP_225086_20221209_20221209_02_RT,0,100,LaSRCv3.0.5,2.68456172,159.0750598,30.6103952,70.35630596,,,,,,,,,,,,,,,
HLS.L30.T21JWM.2021068T134144.v2.0,21JWM,2021-03-09,LC08_L1TP_225077_20210309_20210317_02_T1,0,100,LaSRCv3.0.5,2.54573528,176.1788286,38.67399219,61.84706903,,,,,,,,,,,,,,,
HLS.L30.T21JWM.2021228T134159.v2.0,21JWM,2021-08-16,LC08_L1TP_225077_20210816_20210826_02_T1,0,100,LaSRCv3.0.5,2.53459229,181.0814094,50.14908094,42.03727691,,,,,,,,,,,,,,,
HLS.L30.T21JWM.2022023T134200.v2.0,21JWM,2022-01-23,LC08_L1TP_225077_20220123_20220123_02_RT,0,100,LaSRCv3.0.5,2.54178806,177.5030731,31.78908181,85.34408548,,,,,,,,,,,,,,,
HLS.L30.T21JWM.2022143T134120.v2.0,21JWM,2022-05-23,LC09_L1TP_225077_20220523_20220523_02_T1,0,100,LaSRCv3.0.5,2.5356073,183.0066167,54.93934823,35.12930848,,,,,,,,,,,,,,,
HLS.L30.T21LWG.2021226T135045.v2.0,21LWG,2021-08-14,LC08_L1TP_227068_20210814_20210826_02_T1,0,100,LaSRCv3.0.5,2.63397374,165.3389282,39.716286,49.17676584,,,,,,,,,,,,,,,
HLS.L30.T21LWG.2022141T135007.v2.0,21LWG,2022-05-21,LC09_L1TP_227068_20220521_20220522_02_T1,0,100,LaSRCv3.0.5,2.62816987,167.8432669,42.6545291,40.65752423,,,,,,,,,,,,,,,
HLS.L30.T22KFG.2021207T132055.v2.0,22KFG,2021-07-26,LC08_L1TP_222071_20210726_20210804_02_T1,0,100,LaSRCv3.0.5,2.69820109,204.9862294,47.155646,41.36751322,,,,,,,,,,,,,,,
HLS.L30.T22KFG.2022082T132044.v2.0,22KFG,2022-03-23,LC08_L1TP_222071_20220323_20220323_02_RT,1,100,LaSRCv3.0.5,2.68783763,204.1507407,35.38669239,62.58480607,,,,,,,,,,,,,,,
HLS.L30.T22KFG.2022122T132038.v2.0,22KFG,2022-05-02,LC09_L1TP_222071_20220502_20220502_02_T1,1,100,LaSRCv3.0.5,2.73232395,209.5920766,42.83337962,42.69516501,,,,,,,,,,,,,,,
HLS.L30.T22KFG.2022202T132049.v2.0,22KFG,2022-07-21,LC09_L1TP_222071_20220721_20220721_02_T1,0,100,LaSRCv3.0.5,2.7225447,208.9232888,47.97684098,40.38016504,,,,,,,,,,,,,,,
HLS.L30.T22KFG.2022242T132126.v2.0,22KFG,2022-08-30,LC08_L1TP_222071_20220830_20220830_02_RT,0,100,LaSRCv3.0.5,2.75139126,208.6270792,38.69294743,50.63783621,,,,,,,,,,,,,,,
HLS.L30.T22VEQ.2021120T143115.v2.0,22VEQ,2021-04-30,LC08_L1TP_004016_20210430_20210508_02_T1,1,88,LaSRCv3.0.5,4.28499499,115.6493254,48.30593235,165.3569401,,,,,,,,,,,,,,,
HLS.L30.T22VEQ.2021159T143740.v2.0,22VEQ,2021-06-08,LC08_L1TP_005016_20210608_20210615_02_T1,0,99,LaSRCv3.0.5,2.79932858,221.7142758,40.34176419,165.2869644,,,,,,,,,,,,,,,
HLS.L30.T22VEQ.2021182T144357.v2.0,22VEQ,2021-07-01,LC08_L1TP_006016_20210701_20210708_02_T1,4,52,LaSRCv3.0.5,5.87156747,287.8822991,40.25189698,165.0794435,,,,,,,,,,,,,,,
HLS.L30.T22VEQ.2022154T143724.v2.0,22VEQ,2022-06-03,LC09_L1TP_005016_20220603_20220604_02_T1,0,99,LaSRCv3.0.5,3,222,41,166,,,,,,,,,,,,,,,
HLS.L30.T24LUQ.2022223T124830.v2.0,24LUQ,2022-08-11,LC08_L1TP_217066_20220811_20220811_02_RT,0,100,LaSRCv3.0.5,3,195,38,50,,,,,,,,,,,,,,,
HLS.L30.T24LUQ.2022303T124839.v2.0,24LUQ,2022-10-30,LC08_L1TP_217066_20221030_20221030_02_RT,4,100,LaSRCv3.0.5,2.58665635,193.0257499,23.89890513,102.7636695,,,,,,,,,,,,,,,
HLS.L30.T24MWA.2022248T124111.v2.0,24MWA,2022-09-05,LC08_L1TP_216063_20220905_20220905_02_RT,1,51,LaSRCv3.0.5,5.81961851,102.6284517,29.66050701,68.66870268,,,,,,,,,,,,,,,
HLS.L30.T29NNG.2022025T105303.v2.0,29NNG,2022-01-25,LC09_L1TP_199056_20220125_20220125_02_T1,1,60,LaSRCv3.0.5,5.49705608,280.5910883,37.46129756,132.0451923,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021074T110747.v2.0,29TQE,2021-03-15,LC08_L1TP_203032_20210315_20210328_02_T1,0,63,LaSRCv3.0.5,5.295264,280.3524435,46.46972141,149.6447951,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021179T110138.v2.0,29TQE,2021-06-28,LC08_L1TP_202032_20210628_20210707_02_T1,0,91,LaSRCv3.0.5,4,112,25,127,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021186T110750.v2.0,29TQE,2021-07-05,LC08_L1TP_203032_20210705_20210713_02_T1,0,64,LaSRCv3.0.5,5.30119642,280.3909989,24.52041777,129.1211316,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021211T110148.v2.0,29TQE,2021-07-30,LC08_L1TP_202032_20210730_20210804_02_T1,0,90,LaSRCv3.0.5,4.12054344,111.0401544,28.855521,132.3313386,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021234T110807.v2.0,29TQE,2021-08-22,LC08_L1TP_203032_20210822_20210827_02_T1,0,64,LaSRCv3.0.5,5,280,34,143,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021314T110819.v2.0,29TQE,2021-11-10,LC08_L1TP_203032_20211110_20211110_02_RT,0,63,LaSRCv3.0.5,5.32516272,280.3535555,59.1265439,163.1079016,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2021346T110817.v2.0,29TQE,2021-12-12,LC08_L1TP_203032_20211212_20211212_02_RT,3,63,LaSRCv3.0.5,5.33318035,280.3490943,65.35431216,162.1717828,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2022014T110159.v2.0,29TQE,2022-01-14,LC09_L1TP_202032_20220114_20220114_02_T1,3,91,LaSRCv3.0.5,4.13206404,111.4181334,64.90584896,156.6139398,,,,,,,,,,,,,,,
HLS.L30.T29TQE.2022029T110804.v2.0,29TQE,2022-01-29,LC08_L1TP_203032_20220129_20220129_02_RT,1,64,LaSRCv3.0.5,5.30162284,280.3492576,61.68636637,155.5802137,,,,,,,,,,,,,,,
